district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Beyoglu , Huseyinaga,1,1,50,50,3,27500,C
 Gaziosmanpasa , Karadeniz,2,1,160,6,2,39000,E
 Sancaktepe , Sarigazi,2,1,110,21,2,19500,D
 Kadikoy , Acibadem,3,1,178,5,3,76900,A+
 Sisli , Cumhuriyet,1,1,90,5,6,38000,D
 Sariyer , Buyukdere,1,1,100,20,1,15000,B+
 Kagithane , Telsizler,1,0,30,4,3,18000,C+
 Esenler , Kazim Karabekir,2,1,100,15,1,17000,E
 Fatih , Sehremini,2,1,80,36,2,15000,C
 Uskudar , Unalan,2,1,90,28,2,20000,C
 Arnavutkoy , Arnavutkoy Merkez,2,1,100,2,0,17000,D
 Sariyer , Buyukdere,2,1,80,5,2,45000,B+
 Bagcilar , Kirazli,4,1,200,15,2,3000,E
 Bakirkoy , Osmaniye,2,1,55,30,0,12400,B+
 Beyoglu , Cihangir,4,1,165,35,1,60000,B
 Adalar , Heybeliada,1,0,25,70,0,17000,B
 Bakirkoy , Senlikkoy,4,1,230,24,2,80000,A
 Beylikduzu , Kavakli,2,1,100,5,3,20000,E
 Sariyer , Ferahevler,3,1,250,4,0,210000,C
 Uskudar , Unalan,1,1,84,5,2,66000,C
 Fatih , Sumbul Efendi,2,1,85,38,2,20000,E
 Beykoz , Cubuklu,2,1,80,25,2,15000,D
 Maltepe , Altaycesme,2,1,95,26,0,24000,B+
 Sariyer , Huzur,1,0,55,4,6,40000,E
 Fatih , Seyyid Omer,3,1,95,50,2,25000,D
 Kadikoy , Caferaga,3,1,230,11,5,120000,A+
 Besiktas , Levent,2,1,250,5,14,140000,A+
 Fatih , Molla Gurani,2,1,84,44,2,25000,B
 Sisli , Tesvikiye,2,1,140,0,6,110000,A
 Pendik , Guzelyali,5,1,250,26,4,28000,C+
 Buyukcekmece , Mimaroba,1,1,85,2,13,28000,B
 Maltepe , Zumrutevler,2,1,100,0,0,40000,B
 Kagithane , Hamidiye,2,1,110,2,5,60000,E
 Adalar , Nizam,2,1,90,26,0,250000,B+
 Buyukcekmece , Kumburgaz,2,1,90,20,3,25000,C+
 Basaksehir , Kayabasi,2,1,146,7,5,35000,C+
 Sariyer , Maslak,2,1,160,5,6,65000,B+
 Kagithane , Gursel,2,1,110,21,2,25000,B
 Avcilar , Ambarli,2,1,90,10,1,18000,C+
 Beyoglu , Huseyinaga,1,1,45,25,5,15000,C
 Kadikoy , Fikirtepe,2,1,100,5,5,52600,B+
 Beyoglu , Haciahmet,2,1,65,5,2,48000,C
 Bagcilar , 15 Temmuz,1,1,58,7,11,27500,
 Bagcilar , Sancaktepe,4,2,195,11,4,30000,C
 Sariyer , Buyukdere,3,1,185,25,3,55000,B+
 Sariyer , Buyukdere,3,1,150,29,2,90000,B+
 Sisli , Cumhuriyet,2,1,180,11,21,85000,D
 Buyukcekmece , Cakmakli,1,1,86,0,6,23000,C
 Beykoz , Yalikoy,4,1,165,25,1,10000,E
 Sisli , Mecidiyekoy,2,1,67,7,4,30000,B+
 Sariyer , Zekeriyakoy,1,1,70,8,3,47500,A
 Eyupsultan , Emniyettepe,2,1,75,8,1,18750,D
 Tuzla , Aydinli,3,1,124,10,2,27500,B
 Eyupsultan , Merkez,1,1,60,5,1,25000,D
 Bagcilar , 100. Yil,2,1,80,34,2,16000,D
 Uskudar , Zeynep Kamil,2,1,155,25,4,33000,C+
 Bahcelievler , Hurriyet,2,1,80,25,5,15000,E
 Avcilar , Mustafa Kemal Pasa,2,1,85,5,1,7500,E
 Sisli , Eskisehir,1,1,60,30,2,15000,C
 Sisli , Inonu,2,1,100,35,1,17500,E
 Beykoz , Acarlar,6,2,700,3,0,350000,A+
 Kucukcekmece , Tevfik Bey,2,1,100,15,4,6500,C+
 Sisli , Bozkurt,1,1,58,12,1,36000,B+
 Umraniye , Namik Kemal,2,1,65,4,1,33000,E
 Kucukcekmece , Ataturk,1,1,75,25,0,3000,E
 Uskudar , Sultantepe,3,1,115,35,3,35000,A
 Besiktas , Ulus,5,2,620,21,0,650000,C+
 Maltepe , Feyzullah,2,1,95,30,4,32000,A
 Besiktas , Konaklar,2,1,90,4,14,34000,A+
 Kagithane , Hamidiye,3,1,185,4,7,120000,E
 Esenyurt , Piri Reis,2,1,140,8,2,14000,C
 Sariyer , Maslak,1,1,85,8,16,50000,B+
 Fatih , Haseki Sultan,1,1,55,50,0,14000,C+
 Bakirkoy , Senlikkoy,1,1,60,0,0,38000,A
 Sisli , Merkez,1,1,61,0,3,40000,D
 Avcilar , Ambarli,3,1,180,40,4,21000,C+
 Beylikduzu , Yakuplu,1,1,65,5,2,28000,E
 Maltepe , Cevizli,4,2,250,11,4,59000,C+
 Kagithane , Hamidiye,3,1,183,0,6,100000,E
 Besiktas , Abbasaga,1,0,70,26,0,20000,B+
 Fatih , Koca Mustafapasa,1,1,70,45,-1,12000,E
 Kagithane , Merkez,1,1,68,0,4,20000,D
 Sisli , Eskisehir,2,1,120,31,4,38000,C
 Besiktas , Levazim,4,1,450,6,15,325000,A+
 Bakirkoy , Senlikkoy,3,1,255,13,2,105000,A
 Buyukcekmece , Ataturk,2,1,109,25,4,25000,E
 Bakirkoy , Senlikkoy,5,1,232,26,3,125000,A
 Besiktas , Levent,2,1,250,5,15,150000,A+
 Uskudar , Selami Ali,1,1,65,31,0,20000,B
 Adalar , Nizam,2,1,80,35,0,35000,B+
 Sariyer , Maslak,4,1,280,3,13,120000,B+
 Beylikduzu , Kavakli,3,1,135,5,2,25000,E
 Bagcilar , Yavuz Selim,5,1,216,16,6,30000,E
 Esenyurt , Talatpasa,2,1,100,15,0,10000,D
 Sariyer , Maslak,4,1,280,10,11,150000,B+
 Esenyurt , Selahaddin Eyyubi,2,1,100,4,9,17000,D
 Esenyurt , Zafer,2,1,85,8,1,18000,C+
 Eyupsultan , Yesilpinar,2,1,90,11,2,20500,D
 Kucukcekmece , Atakent,2,1,84,17,3,26000,C+
 Avcilar , Merkez,2,1,80,25,5,14000,D
 Gungoren , Akincilar,2,1,90,25,3,28000,C
 Esenyurt , Yesilkent,3,1,110,11,0,13000,E
 Bagcilar , Yildiztepe,2,1,90,7,-1,9500,E
 Bagcilar , Kirazli,1,1,65,26,2,13000,E
 Sisli , Gulbahar,1,1,95,17,5,20000,B+
 Sariyer , Maslak,3,1,220,5,16,140000,B+
 Bakirkoy , Sakizagaci,5,1,363,2,1,220000,B+
 Beykoz , Yavuz Selim,3,1,120,20,2,5500,E
 Sisli , Mesrutiyet,2,1,120,40,0,40000,B+
 Sariyer , Maslak,3,1,160,10,6,75000,B+
 Fatih , Mevlanakapi,2,1,85,34,-1,20000,E
 Adalar , Nizam,2,1,75,35,0,200000,B+
 Avcilar , Denizkoskler,3,1,150,30,2,14000,B
 Kadikoy , Suadiye,4,1,285,25,3,160000,A+
 Beyoglu , Kuloglu,2,1,85,50,5,40000,A
 Kadikoy , Bostanci,3,1,155,31,4,62000,A
 Sisli , Gulbahar,1,1,40,5,1,18000,B+
 Sariyer , Maslak,2,1,165,7,6,75000,B+
 Kartal , Cevizli,3,1,100,1,3,33000,C+
 Sariyer , Demircikoy,1,1,65,6,2,50000,B+
 Beyoglu , Sehit Muhtar,1,0,50,31,3,17000,E
 Sariyer , Maslak,3,1,180,5,9,75000,B+
 Atasehir , Ataturk,1,1,70,11,20,43000,E
 Avcilar , Gumuspala,3,1,150,5,2,28000,C
 Sariyer , Maslak,4,1,250,10,8,125000,B+
 Sisli , Pasa,2,1,80,50,1,25000,C
 Beykoz , Yalikoy,2,1,100,35,1,22000,E
 Zeytinburnu , Seyitnizam,2,1,130,17,3,22000,D
 Sisli , Mecidiyekoy,1,0,40,26,5,13000,B+
 Kagithane , Telsizler,1,1,65,26,3,16500,C+
 Sisli , 19 Mayis,1,0,100,50,-1,13000,
 Beylikduzu , Kavakli,2,1,85,6,0,14000,E
 Bahcelievler , Bahcelievler,3,1,180,0,2,85000,C+
 Beyoglu , Omer Avni,2,1,150,30,4,88000,A
 Bakirkoy , Senlikkoy,6,2,600,1,4,260000,A
 Kagithane , Yesilce,2,1,86,9,2,25000,C+
 Beylikduzu , Sahil,3,1,155,0,2,36000,D
 Kagithane , Emniyet Evleri,1,1,150,5,21,80000,B
 Kagithane , Yahya Kemal,1,1,70,31,5,18000,E
 Beyoglu , Kilicali Pasa,2,1,75,0,0,55000,A+
 Beykoz , Kanlica,1,1,75,21,1,14000,A
 Besiktas , Sinanpasa,1,0,70,4,2,34000,A
 Esenler , Fevzi Cakmak,3,1,130,30,2,20000,E
 Kucukcekmece , Gultepe,1,1,55,4,0,16000,E
 Besiktas , Nisbetiye,2,1,221,0,20,268000,A+
 Esenyurt , Mehtercesme,2,1,85,16,2,13000,C
 Sisli , Merkez,3,1,150,50,4,40000,D
 Silivri , Selimpasa,2,1,90,0,1,19000,C
 Fatih , Hirka-i Serif,2,1,60,31,4,14000,D
 Bagcilar , Inonu,6,1,200,25,1,4500,E
 Buyukcekmece , Fatih,2,1,125,30,4,19500,E
 Basaksehir , Kayabasi,2,1,80,10,9,25000,C+
 Sariyer , Zekeriyakoy,3,1,200,4,0,100000,A
 Avcilar , Cihangir,2,1,90,25,1,23000,B
 Basaksehir , Bahcesehir 2. Kisim,6,1,420,11,0,120000,B+
 Uskudar , Altunizade,3,1,125,0,4,80000,A+
 Gungoren , Tozkoparan,5,2,500,10,1,165000,E
 Besiktas , Nisbetiye,3,1,221,0,16,260000,A+
 Fatih , Ayvansaray,1,1,40,50,0,10000,E
 Atasehir , Kayisdagi,1,0,30,14,1,20000,B
 Besiktas , Yildiz,1,1,75,16,0,25000,A
 Zeytinburnu , Maltepe,2,1,70,1,2,36999,A
 Atasehir , Kayisdagi,1,0,40,4,1,16000,B
 Beylikduzu , Kavakli,3,1,135,5,2,22000,E
 Pendik , Yenisehir,1,1,75,0,2,23000,E
 Kadikoy , Caferaga,4,1,150,31,2,65000,A+
 Sariyer , Maslak,1,1,85,10,20,60000,B+
 Bagcilar , Merkez,2,1,110,16,2,20000,D
 Sariyer , Zekeriyakoy,1,1,65,8,3,50000,A
 Sariyer , Huzur,1,1,99,5,6,50000,E
 Besiktas , Dikilitas,1,1,96,12,2,75000,A
 Sariyer , Maslak,1,1,75,10,9,59999,B+
 Kagithane , Telsizler,2,1,85,10,1,24000,C+
 Zeytinburnu , Seyitnizam,2,1,105,28,3,12000,D
 Beyoglu , Kocatepe,2,1,140,30,2,21000,E
 Fatih , Cerrahpasa,2,1,650,40,1,18000,C
 Kagithane , Caglayan,1,0,35,1,2,14000,C+
 Kagithane , Emniyet Evleri,1,1,80,25,1,25000,B
 Pendik , Bati,1,1,55,2,1,25000,B+
 Bakirkoy , Senlikkoy,3,1,166,31,2,95000,A
 Beyoglu , Huseyinaga,1,0,45,50,4,17000,C
 Eyupsultan , Circir,2,1,80,5,1,20500,C
 Beyoglu , Kocatepe,3,1,125,35,4,53000,E
 Avcilar , Ambarli,2,1,95,0,4,26000,C+
 Avcilar , Cihangir,3,1,140,12,2,24000,B
 Beykoz , Anadolu Hisari,1,1,60,20,2,20000,A
 Besiktas , Levent,1,1,150,5,12,90000,A+
 Beykoz , Tokatkoy,1,1,80,25,0,7000,E
 Zeytinburnu , Sumer,3,0,140,30,4,7000,C
 Beyoglu , Kalyoncu Kullugu,2,1,75,35,4,13500,C
 Kagithane , Celiktepe,3,1,110,33,2,27500,C
 Kagithane , Hamidiye,1,1,68,5,1,20500,E
 Bagcilar , Baglar,2,1,90,10,5,16000,D
 Esenler , Menderes,2,1,85,30,5,15000,E
 Beykoz , Soguksu,1,0,15,30,1,10000,C+
 Esenyurt , Mehmet Akif Ersoy,2,1,100,3,2,13000,E
 Besiktas , Kultur,3,1,180,26,3,175000,A+
 Sisli , Tesvikiye,3,1,150,26,1,59000,A
 Basaksehir , Bahcesehir 2. Kisim,4,2,360,16,0,65000,B+
 Kadikoy , Suadiye,3,1,120,5,1,73700,A+
 Sisli , Cumhuriyet,1,1,90,12,21,53000,D
 Bakirkoy , Cevizlik,1,1,70,31,1,18000,B+
 Bahcelievler , Kocasinan Merkez,3,1,95,4,0,27500,C
 Fatih , Ayvansaray,1,1,60,1,1,18500,E
 Fatih , Koca Mustafapasa,2,1,80,40,-1,17000,E
 Sisli , Cumhuriyet,1,0,40,2,4,29000,D
 Sariyer , Maslak,3,1,170,10,10,75000,B+
 Kadikoy , Acibadem,3,1,95,40,0,26000,A+
 Sariyer , Cayirbasi,3,1,120,27,2,105000,C+
 Kagithane , Yahya Kemal,2,1,70,4,8,33000,E
 Basaksehir , Kayabasi,1,1,58,6,7,30000,C+
 Esenler , Turgut Reis,3,1,140,26,6,16000,E
 Besiktas , Gayrettepe,2,1,178158,10,12,150000,A+
 Sariyer , Huzur,1,1,65,3,15,47500,E
 Sisli , Merkez,2,1,105,2,21,80000,D
 Sariyer , Maslak,3,1,218,8,21,125000,B+
 Sariyer , Maslak,1,1,92,5,3,60000,B+
 Sariyer , Maden,2,1,82,0,3,55000,C+
 Besiktas , Yildiz,2,1,100,26,2,45000,A
 Adalar , Nizam,2,1,100,20,3,35000,B+
 Besiktas , Levent,2,1,260,5,21,150000,A+
 Beyoglu , Katip Mustafa Celebi,1,0,15,50,4,16000,C+
 Kagithane , Caglayan,2,1,85,4,1,27000,C+
 Besiktas , Etiler,2,1,130,45,1,50000,A+
 Kucukcekmece , Tevfik Bey,2,1,85,0,1,25000,C+
 Bahcelievler , Yenibosna Merkez,1,1,80,10,5,30000,C+
 Beylikduzu , Adnan Kahveci,2,1,90,20,1,25000,B+
 Sariyer , Yenikoy,1,1,120,30,0,25000,E
 Basaksehir , Bahcesehir 2. Kisim,3,1,134,30,6,37000,B+
 Beylikduzu , Kavakli,1,1,70,6,0,13000,E
 Beykoz , Kavacik,4,1,220,11,8,60000,B+
 Pendik , Guzelyali,3,1,120,21,3,18000,C+
 Kagithane , Celiktepe,3,1,100,25,2,10750,C
 Bahcelievler , Cumhuriyet,2,1,80,0,-1,25000,D
 Sariyer , Tarabya,4,1,250,30,3,130000,A+
 Bahcelievler , Hurriyet,2,1,70,25,2,8000,E
 Kagithane , Sirintepe,3,1,33,10,-1,9500,D
 Beykoz , Yeni Mahalle,1,1,80,15,4,17000,D
 Kagithane , Yahya Kemal,1,1,65,35,1,11000,E
 Kagithane , Merkez,1,1,66,5,1,20250,D
 Esenler , Menderes,3,1,111,20,1,20000,E
 Beykoz , Cubuklu,1,1,20,25,0,10000,D
 Bakirkoy , Senlikkoy,2,1,120,10,0,50000,A
 Kagithane , Talatpasa,1,1,75,2,4,38500,D
 Kartal , Esentepe,3,1,128,3,7,59490,D
 Fatih , Balat,1,0,22,16,3,18000,D
 Kadikoy , Osmanaga,1,0,35,0,4,34999,A
 Avcilar , Cihangir,2,1,80,10,-1,13000,B
 Beylikduzu , Kavakli,2,1,120,5,2,20000,E
 Sariyer , Maslak,3,1,180,10,6,75000,B+
 Kartal , Karliktepe,2,1,95,25,1,25000,B
 Eyupsultan , Alibeykoy,4,1,160,5,2,40000,B
 Pendik , Bahcelievler,3,1,115,38,1,32000,C+
 Sisli , Mecidiyekoy,3,1,125,31,1,30000,B+
 Besiktas , Levent,3,1,250,15,16,140000,A+
 Sariyer , Huzur,2,1,145,6,21,75000,E
 Sisli , Tesvikiye,3,1,220,35,2,75000,A
 Sariyer , Maden,2,1,90,20,5,20000,C+
 Gaziosmanpasa , Yeni Mahalle,1,1,75,11,0,27500,D
 Kucukcekmece , Cennet,2,1,100,10,4,6500,B
 Sisli , Esentepe,1,1,120,15,21,90000,D
 Atasehir , Kayisdagi,2,1,70,12,0,25000,B
 Beyoglu , Gumussuyu,3,1,125,70,3,39000,C+
 Bagcilar , 15 Temmuz,2,1,115,16,3,21000,
 Esenyurt , Cinar,3,1,140,8,0,10000,D
 Kucukcekmece , Yesilova,2,1,110,26,3,20000,C
 Bakirkoy , Senlikkoy,3,1,160,25,2,55000,A
 Avcilar , Cihangir,2,1,95,25,1,17500,B
 Uskudar , Guzeltepe,1,1,70,0,0,26000,B
 Kagithane , Caglayan,1,1,55,4,1,25000,C+
 Beyoglu , Gumussuyu,2,1,80,12,0,41000,C+
 Uskudar , Salacak,2,1,85,25,1,9000,A
 Gungoren , Merkez,3,1,100,35,0,13000,D
 Beyoglu , Catma Mescit,1,1,35,40,2,14000,C
 Fatih , Binbirdirek,3,1,80,40,-1,8000,C+
 Bahcelievler , Hurriyet,3,1,110,10,-1,10000,E
 Pendik , Bati,2,1,100,15,3,5000,B+
 Esenyurt , Mehtercesme,2,1,95,6,0,11000,C
 Besiktas , Nisbetiye,6,1,571,0,20,650000,A+
 Kagithane , Yesilce,2,1,80,6,2,25250,C+
 Kadikoy , Fenerbahce,3,1,127,2,5,75990,A+
 Sisli , Cumhuriyet,1,1,90,1,21,45000,D
 Kagithane , Celiktepe,1,1,70,30,4,15000,C
 Fatih , Aksaray,1,1,75,45,3,15000,E
 Sariyer , Maslak,1,1,94,5,4,50000,B+
 Beylikduzu , Kavakli,1,1,70,5,5,12000,E
 Avcilar , Tahtakale,2,1,116,5,14,29000,D
 Esenyurt , Mehtercesme,1,1,65,7,0,11000,C
 Bagcilar , Inonu,1,2,100,26,2,15000,E
 Sariyer , Ayazaga,3,1,178,8,9,115000,C
 Sariyer , Maslak,3,1,170,10,6,83000,B+
 Sariyer , Maslak,3,1,175,10,2,90000,B+
 Kucukcekmece , Kanarya,2,1,85,9,0,14000,C
 Avcilar , Denizkoskler,2,1,100,7,2,7500,B
 Besiktas , Kultur,1,1,100,10,9,140000,A+
 Sariyer , Maslak,3,1,195,8,2,79999,B+
 Atasehir , Kayisdagi,2,1,65,5,5,20000,B
 Eyupsultan , Gokturk Merkez,4,1,230,0,3,110000,B+
 Sisli , Inonu,2,1,196,8,2,95000,E
 Esenler , Orucreis,3,1,120,16,3,26000,E
 Kadikoy , 19 Mayis,2,1,110,4,2,59500,
 Beykoz , Kavacik,2,1,80,21,2,22000,B+
 Beylikduzu , Adnan Kahveci,3,1,135,7,1,25000,B+
 Sisli , Bozkurt,2,1,90,30,5,27000,B+
 Beyoglu , Kamer Hatun,1,1,30,15,0,15000,C
 Kadikoy , Acibadem,2,0,90,25,1,15000,A+
 Kadikoy , Rasimpasa,5,0,150,25,2,9500,A+
 Kartal , Topselvi,2,1,90,30,-3,16000,C
 Esenler , Fatih,1,0,30,35,-1,5000,E
 Kadikoy , Osmanaga,1,0,50,0,3,44999,A
 Uskudar , Aziz Mahmut Hudayi,3,2,210,1,4,85000,A
 Uskudar , Aziz Mahmut Hudayi,2,1,85,16,3,49990,A
 Tuzla , Icmeler,3,1,133,30,6,15000,D
 Buyukcekmece , Mimaroba,3,1,140,12,7,35000,B
 Sisli , Mecidiyekoy,3,1,85,3,2,30000,B+
 Sariyer , Maslak,1,1,75,5,21,55000,B+
 Zeytinburnu , Cirpici,2,1,90,25,4,2500,E
 Beykoz , Kavacik,2,1,90,27,0,18500,B+
 Beyoglu , Kuloglu,3,1,120,70,-1,39000,A
 Kucukcekmece , Besyol,2,1,95,35,4,20000,C+
 Kagithane , Sultan Selim,2,1,86,9,2,25000,D
 Beykoz , Pasabahce,1,1,70,30,1,15000,C+
 Beyoglu , Firuzaga,1,1,55,25,4,25000,B
 Bakirkoy , Senlikkoy,4,3,160,31,2,75000,A
 Besiktas , Nisbetiye,5,1,349,1,21,400000,A+
 Sariyer , Ayazaga,3,1,188,5,6,115000,C
 Sariyer , Maslak,3,1,170,10,21,78000,B+
 Beylikduzu , Kavakli,2,1,120,5,2,25000,E
 Basaksehir , Kayabasi,2,1,110,5,1,30000,C+
 Sisli , Ferikoy,1,1,45,2,2,40000,B
 Sariyer , Maslak,3,1,177,8,9,75000,B+
 Atasehir , Kucukbakkalkoy,3,1,120,30,1,22500,A
 Bagcilar , 100. Yil,3,1,85,23,0,10000,D
 Besiktas , Yildiz,2,1,183,1,2,150000,A
 Fatih , Cerrahpasa,2,0,75,50,1,17000,C
 Beylikduzu , Marmara,6,2,420,3,0,75000,C+
 Bahcelievler , Bahcelievler,2,1,75,0,1,45000,C+
 Eyupsultan , Gokturk Merkez,3,1,185,0,0,110000,B+
 Pendik , Fevzi Cakmak,3,1,120,31,1,15000,E
 Sisli , Tesvikiye,2,1,140,1,4,120000,A
 Beyoglu , Haciahmet,1,0,40,0,2,17000,C
 Beykoz , Pasabahce,2,1,70,15,0,20000,C+
 Esenyurt , Ucevler,2,1,90,5,0,12500,C
 Maltepe , Altaycesme,1,0,24,41,4,500,B+
 Kagithane , Hurriyet,15,0,120,20,2,5000,E
 Uskudar , Selami Ali,2,1,100,35,2,22000,B
 Sariyer , Maden,4,1,270,7,0,135000,C+
 Sisli , Cumhuriyet,1,1,90,11,21,45000,D
 Sisli , 19 Mayis,2,1,75,20,1,23000,
 Kagithane , Hamidiye,1,0,30,11,1,12000,E
 Sisli , Cumhuriyet,2,1,90,6,5,40000,D
 Avcilar , Cihangir,1,1,60,20,-1,7000,B
 Kadikoy , Feneryolu,2,1,100,31,2,31500,A+
 Gungoren , Merkez,2,1,100,26,2,25000,D
 Sariyer , Maden,2,1,140,3,2,80000,C+
 Sariyer , Maslak,3,1,170,9,0,100000,B+
 Umraniye , Cakmak,2,1,95,16,0,18500,E
 Sisli , Inonu,2,1,85,26,4,14000,E
 Sariyer , Maslak,2,1,145,10,11,70000,B+
 Sisli , Fulya,1,1,100,7,21,65000,A
 Beyoglu , Catma Mescit,1,1,35,40,1,12500,C
 Pendik , Yenisehir,3,1,130,21,6,25500,E
 Kagithane , Sirintepe,2,1,75,7,-1,18000,D
 Sisli , Inonu,1,1,55,1,1,24000,E
 Bahcelievler , Sirinevler,2,1,110,8,2,6500,B
 Beykoz , Kavacik,1,1,60,26,0,16000,B+
 Gaziosmanpasa , Karadeniz,1,1,92,6,4,24000,E
 Sariyer , Maslak,4,1,255,10,7,115000,B+
 Beyoglu , Kuloglu,3,1,110,35,4,45000,A
 Sariyer , Kirecburnu,3,0,250,0,0,240000,C+
 Kadikoy , Osmanaga,1,0,30,30,2,5000,A
 Sariyer , Huzur,3,1,183,6,14,109000,E
 Sariyer , Maslak,2,1,165,7,5,75000,B+
 Sisli , Cumhuriyet,2,1,185,5,21,100000,D
 Beykoz , Incirkoy,1,1,70,25,1,12000,E
 Esenyurt , Guzelyurt,2,1,110,4,0,12000,E
 Beylikduzu , Kavakli,2,1,120,6,2,27000,E
 Kagithane , Caglayan,2,1,80,10,2,23000,C+
 Beyoglu , Kamer Hatun,1,1,20,25,0,2500,C
 Besiktas , Ulus,3,1,180,26,3,180000,C+
 Besiktas , Kurucesme,2,1,110,5,2,240000,B+
 Sisli , Gulbahar,1,1,72,4,4,37000,B+
 Gungoren , Gencosman,3,1,100,0,4,30000,E
 Sisli , Tesvikiye,1,1,110,1,3,70000,A
 Sariyer , Huzur,2,1,130,4,9,65000,E
 Umraniye , Camlik,1,1,75,14,5,28000,E
 Kagithane , Merkez,3,1,105,3,1,24000,D
 Eyupsultan , Gokturk Merkez,2,1,102,0,2,70000,B+
 Gaziosmanpasa , Karadeniz,1,1,97,8,12,27000,E
 Esenyurt , Piri Reis,2,1,86,3,2,16000,C
 Besiktas , Levazim,2,1,169,5,10,275000,A+
 Sariyer , Ayazaga,1,1,89,10,2,69000,C
 Basaksehir , Kayabasi,2,1,85,11,2,23000,C+
 Sariyer , Yeni,1,1,65,26,3,20000,B
 Kucukcekmece , Atakent,2,1,75,14,11,26000,C+
 Bayrampasa , Altintepsi,1,1,75,35,2,15000,C
 Sisli , Fulya,1,1,60,9,-1,20000,A
 Buyukcekmece , Pinartepe,2,1,100,25,4,20000,B
 Kagithane , Hurriyet,2,1,100,3,4,37000,E
 Zeytinburnu , Cirpici,2,1,90,1,2,2500,E
 Beyoglu , Kalyoncu Kullugu,1,0,35,70,3,17000,C
 Beykoz , Ortacesme,1,1,80,25,0,15500,E
 Esenyurt , Yesilkent,2,1,110,9,10,12000,E
 Beylikduzu , Kavakli,2,1,95,5,5,17000,E
 Beykoz , Kavacik,3,1,140,25,0,25000,B+
 Kagithane , Gursel,1,1,75,0,1,20000,B
 Sariyer , Sariyer Merkez,3,1,190,16,5,40000,B+
 Sariyer , Maslak,2,1,165,8,21,140000,B+
 Fatih , Ayvansaray,1,0,35,5,1,16000,E
 Besiktas , Nisbetiye,4,1,360,0,21,350000,A+
 Kucukcekmece , Gultepe,1,0,30,35,-1,10000,E
 Sisli , Mecidiyekoy,2,1,85,16,0,30000,B+
 Sariyer , Maslak,2,1,145,5,21,70000,B+
 Sisli , Inonu,1,1,50,11,7,17000,E
 Bagcilar , 100. Yil,1,1,85,20,1,17500,D
 Kagithane , Seyrantepe,2,1,90,26,1,25000,C+
 Sariyer , Maslak,3,1,170,12,6,85000,B+
 Beykoz , Ruzgarlibahce,1,1,85,4,1,25000,E
 Eyupsultan , Karadolap,2,1,85,2,8,26500,C
 Sariyer , Maslak,2,1,114,5,8,75000,B+
 Kagithane , Hamidiye,2,1,145,2,5,70000,E
 Esenyurt , Gokevler,2,1,100,5,1,18000,D
 Gaziosmanpasa , Karadeniz,1,1,92,8,8,24000,E
 Beylikduzu , Kavakli,2,1,85,2,0,22000,E
 Sisli , Tesvikiye,3,1,200,35,2,70000,A
 Beyoglu , Arap Cami,1,0,45,30,2,35000,D
 Kagithane , Sultan Selim,2,1,75,7,-1,18050,D
 Sisli , Fulya,1,1,136,6,21,100000,A
 Besiktas , Levazim,2,1,179,5,13,240000,A+
 Beykoz , Kavacik,3,1,125,30,2,33000,B+
 Maltepe , Basibuyuk,1,1,75,15,5,39000,C+
 Bakirkoy , Kartaltepe,2,1,100,7,0,6500,D
 Bagcilar , Demirkapi,3,1,105,30,4,18000,D
 Sariyer , Sariyer Merkez,2,1,100,25,2,20000,B+
 Zeytinburnu , Veliefendi,1,1,80,25,-1,10000,D
 Eyupsultan , Gokturk Merkez,4,1,260,15,4,80000,B+
 Atasehir , Kayisdagi,1,1,40,5,1,23750,B
 Bagcilar , Gunesli,3,1,100,0,8,30000,C+
 Besiktas , Levazim,5,1,325,0,17,260000,A+
 Beykoz , Ortacesme,1,1,70,25,1,15000,E
 Basaksehir , Basaksehir,2,1,87,15,5,23000,B
 Beylikduzu , Kavakli,2,1,90,5,5,18000,E
 Sariyer , Maslak,4,1,250,8,2,130000,B+
 Sariyer , Ayazaga,2,1,145,0,7,85000,C
 Gaziosmanpasa , Karadeniz,1,1,92,7,6,25000,E
 Sisli , Fulya,1,1,140,4,21,90000,A
 Sariyer , Maslak,4,1,218,8,16,115000,B+
 Sariyer , Tarabya,1,1,38,15,0,18000,A+
 Sariyer , Huzur,2,1,116,6,15,55000,E
 Buyukcekmece , Ataturk,2,1,80,35,3,14000,E
 Kagithane , Harmantepe,2,1,75,5,1,27000,E
 Kagithane , Hamidiye,1,0,45,5,10,37000,E
 Sariyer , Maslak,3,1,170,12,7,80000,B+
 Sariyer , Bahcekoy Merkez,1,0,20,20,-1,7000,B
 Kagithane , Sirintepe,1,1,60,30,4,10000,D
 Besiktas , Etiler,1,1,65,45,3,45000,A+
 Besiktas , Levent,2,1,250,5,12,145000,A+
 Sariyer , Maden,4,1,250,13,2,100000,C+
 Pendik , Yenisehir,2,1,85,21,4,15000,E
 Sisli , Mesrutiyet,1,0,6,30,2,9000,B+
 Bakirkoy , Sakizagaci,1,1,70,9,4,30000,B+
 Beykoz , Fatih,3,1,45,5,3,11000,E
 Kagithane , Hamidiye,2,1,100,27,0,24000,E
 Sisli , Cumhuriyet,1,1,93,12,21,53000,D
 Sariyer , Maslak,4,1,386,5,17,155000,B+
 Silivri , Selimpasa,2,1,120,25,3,18000,C
 Atasehir , Kayisdagi,1,1,45,5,1,25000,B
